question,group,Questionnaire no.,value,label,group_label,display,non_strat_cutpoints,stratified
s_249,0,28b,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_249,2,28b,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_250,1,28c,1,I høj grad,At dine nærmeste bekymrer sig,1,1,0
s_250,0,28c,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_250,2,28c,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_251,1,28d,1,I høj grad,At være en byrde for din familie,1,1,0
s_251,0,28d,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_251,2,28d,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_252,1,28e,1,I høj grad,Hvordan det skal gå din familie i fremtiden,1,1,0
s_252,0,28e,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_252,2,28e,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_253,1,28f,1,I høj grad,Hvordan du får talt med dine nærmeste om din sygdom,1,1,0
s_253,0,28f,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_253,2,28f,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_254,1,28g,1,I høj grad,Hvordan du skal komme tilbage på arbejde igen,1,1,0
s_254,0,28g,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_254,2,28g,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_255,1,28h,1,I høj grad,Ikke at have nogen at snakke med,1,1,0
s_255,0,28h,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_255,2,28h,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_256,1,28i,1,I høj grad,Hvor længe du kan leve med din hjertesygdom,1,1,0
s_256,0,28i,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_256,2,28i,5,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_257,5,31a,1,Hele tiden,Hele tiden,0,1,0
s_257,4,31a,2,Det meste af tiden,Det meste af tiden,0,1,0
s_257,3,31a,3,Lidt over halvdelen af tiden,Lidt over halvdelen af tiden,0,1,0
s_257,2,31a,4,Lidt under halvdelen af tiden,Lidt under halvdelen af tiden,0,1,0
s_257,1,31a,5,Lidt af tiden,Lidt af tiden,0,1,0
s_257,0,31a,6,På intet tidspunkt,På intet tidspunkt,0,1,0
s_258,5,31b,1,Hele tiden,Hele tiden,0,1,0
s_258,4,31b,2,Det meste af tiden,Det meste af tiden,0,1,0
s_258,3,31b,3,Lidt over halvdelen af tiden,Lidt over halvdelen af tiden,0,1,0
s_258,2,31b,4,Lidt under halvdelen af tiden,Lidt under halvdelen af tiden,0,1,0
s_258,1,31b,5,Lidt af tiden,Lidt af tiden,0,1,0
s_258,0,31b,6,På intet tidspunkt,På intet tidspunkt,0,1,0
s_259,5,32a,1,Hele tiden,Hele tiden,0,1,0
s_259,4,32a,2,Det meste af tiden,Det meste af tiden,0,1,0
s_259,3,32a,3,Lidt over halvdelen af tiden,Lidt over halvdelen af tiden,0,1,0
s_259,2,32a,4,Lidt under halvdelen af tiden,Lidt under halvdelen af tiden,0,1,0
s_259,1,32a,5,Lidt af tiden,Lidt af tiden,0,1,0
s_259,0,32a,6,På intet tidspunkt,På intet tidspunkt,0,1,0
s_260,5,32b,1,Hele tiden,Hele tiden,0,1,0
s_260,4,32b,2,Det meste af tiden,Det meste af tiden,0,1,0
s_260,3,32b,3,Lidt over halvdelen af tiden,Lidt over halvdelen af tiden,0,1,0
s_260,2,32b,4,Lidt under halvdelen af tiden,Lidt under halvdelen af tiden,0,1,0
s_260,1,32b,5,Lidt af tiden,Lidt af tiden,0,1,0
s_260,0,32b,6,På intet tidspunkt,På intet tidspunkt,0,1,0
s_263_1,0,25.1a,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_1,1,25.1a,1,Valgt,"For min sundhed - fx fordi jeg gerne vil undgå, at sygdommen udvikler sig",0,NA,0
s_263_2,0,25.1b,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_2,1,25.1b,1,Valgt,For at få mindre lægeordineret medicin,0,NA,0
s_263_3,0,25.1c,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_3,1,25.1c,1,Valgt,Som supplement til den øvrige behandling,0,NA,0
s_263_4,0,25.1d,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_4,1,25.1d,1,Valgt,Som behandling eller lindring af anden sygdom fx gigt eller smerter,0,NA,0
s_263_5,0,25.1e,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_5,1,25.1e,1,Valgt,Fordi kosttilskud og naturlægemidler ikke har bivirkninger,0,NA,0
s_263_6,0,25.1f,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_6,1,25.1f,1,Valgt,"Fordi jeg har fået det anbefalet af en læge, tandlæge eller sygeplejerske",0,NA,0
s_263_7,0,25.1g,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_7,1,25.1g,1,Valgt,"Fordi jeg har fået det anbefalet af familie, ven/veninde, kollega, nabo, en anden hjertepatient e.a.",0,NA,0
s_263_8,0,25.1h,0,Ikke valgt,Ikke valgt,0,NA,0
s_263_8,1,25.1h,1,Valgt,Andet,0,NA,0
s_264_1,0,25.2a,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_1,1,25.2a,1,Valgt,Hvilken virkning du gerne vil opnå med kosttilskuddene/naturlægemidlerne,0,NA,0
s_264_2,0,25.2b,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_2,1,25.2b,1,Valgt,"Hvilke produkter og hvilken dosis, du med fordel kunne tage",0,NA,0
s_264_3,0,25.2c,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_3,1,25.2c,1,Valgt,"Hvordan produkterne påvirker den lægeordinerede medicin, du eventuelt får",0,NA,0
s_264_4,0,25.2d,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_4,1,25.2d,1,Valgt,Hvordan du skal forholde dig i tilfælde af operation,0,NA,0
s_264_5,0,25.2e,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_5,1,25.2e,1,Valgt,Hvordan du indberetter eventuelle bivirkninger eller allergiske reaktioner,0,NA,0
s_264_6,0,25.2f,0,Ikke valgt,Ikke valgt,0,NA,0
s_264_6,1,25.2f,1,Valgt,"Nej, jeg har ikke talt med egen læge eller hjertelægen om kosttilskud/naturlægemidler",0,NA,0
s_266,0,48,1,I høj grad,I nogen grad/i høj grad,0,NA,1
s_266,1,48,3,I mindre grad,I mindre grad/slet ikke,1,NA,1
s_266,2,48,5,Ved ikke,Ved ikke,0,NA,1
s_267,1,49,1,Ja,Ja,1,NA,1
s_267,0,49,2,Nej,Nej,0,NA,1
s_267,2,49,3,Ved ikke,Ved ikke,0,NA,1
s_268,1,50a,1,I høj grad,Bekymringer er begyndt at styre mit liv,1,1,0
s_268,0,50a,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_268,2,50a,5,Ved ikke,Ved ikke,0,1,0
s_269,1,50b,1,I høj grad,Jeg undgår nødvendig kontakt med læge eller sygehus,1,1,0
s_269,0,50b,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_269,2,50b,5,Ved ikke,Ved ikke,0,1,0
s_26_1,0,25a,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_1,1,25a,1,Valgt,Calcium,0,NA,0
s_26_10,0,25j,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_10,1,25j,1,Valgt,Hvidtjørn,0,NA,0
s_26_11,0,25k,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_11,1,25k,1,Valgt,Ingefær,0,NA,0
s_26_12,0,25l,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_12,1,25l,1,Valgt,Jern,0,NA,0
s_26_13,0,25m,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_13,1,25m,1,Valgt,K-vitamin,0,NA,0
s_26_14,0,25n,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_14,1,25n,1,Valgt,L-carnitin,0,NA,0
s_26_15,0,25o,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_15,1,25o,1,Valgt,Magnesium,0,NA,0
s_26_16,0,25p,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_16,1,25p,1,Valgt,Multivitaminer,0,NA,0
s_26_17,0,25q,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_17,1,25q,1,Valgt,Perikon/perikum/St. Johns Wort,0,NA,0
s_26_18,0,25r,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_18,1,25r,1,Valgt,Q10,0,NA,0
s_26_19,0,25s,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_19,1,25s,1,Valgt,Røde gærris,0,NA,0
s_26_2,0,25b,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_2,1,25b,1,Valgt,D-vitamin,0,NA,0
s_26_20,0,25t,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_20,1,25t,1,Valgt,Andet - skriv venligst:,0,NA,0
s_26_21,0,25u,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_21,1,25u,1,Valgt,Jeg tager ingen af ovenstående produkter,0,NA,0
s_26_3,0,25c,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_3,1,25c,1,Valgt,E-vitamin,0,NA,0
s_26_4,0,25d,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_4,1,25d,1,Valgt,Efedrin,0,NA,0
s_26_5,0,25e,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_5,1,25e,1,Valgt,Fibertilskud f.eks. HUSK/loppefrøskaller,0,NA,0
s_26_6,0,25f,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_6,1,25f,1,Valgt,Fiskeolie,0,NA,0
s_26_7,0,25g,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_7,1,25g,1,Valgt,Ginkgo biloba,0,NA,0
s_26_8,0,25h,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_8,1,25h,1,Valgt,Ginseng,0,NA,0
s_26_9,0,25i,0,Ikke valgt,Ikke valgt,0,NA,0
s_26_9,1,25i,1,Valgt,Hvidløg,0,NA,0
s_270,1,50c,1,I høj grad,Mine bekymringer påvirker andre,1,1,0
s_270,0,50c,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_270,2,50c,5,Ved ikke,Ved ikke,0,1,0
s_271,1,50d,1,I høj grad,Mine bekymringer påvirker min søvn og evnen til at fungere,1,1,0
s_271,0,50d,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_271,2,50d,5,Ved ikke,Ved ikke,0,1,0
s_272,1,50e,1,I høj grad,Mine bekymringer giver mig vedvarende fysiske symptomer,1,1,0
s_272,0,50e,3,I mindre grad,I mindre grad/slet ikke,0,1,0
s_272,2,50e,5,Ved ikke,Ved ikke,0,1,0
s_28,0,17a,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_28,3,17a,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_28,1,17a,5,Nej,Fysisk træning,1,1,0
s_28,2,17a,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_29,0,17b,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_29,3,17b,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_29,1,17b,5,Nej,Rådgivning om kost,1,1,0
s_29,2,17b,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_30,0,17c,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_30,3,17c,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_30,1,17c,5,Nej,Psykisk støtte,1,1,0
s_30,2,17c,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_32,0,17d,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_32,3,17d,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_32,1,17d,5,Nej,Undervisning i din sygdom,1,1,0
s_32,2,17d,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_33,0,17e,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_33,3,17e,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_33,1,17e,5,Nej,Rådgivning om sex og samliv,1,1,0
s_33,2,17e,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_34,0,17f,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_34,3,17f,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_34,1,17f,5,Nej,Individuel samtale om medicin,1,1,0
s_34,2,17f,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_35,0,17g,1,"Ja, og jeg tog imod tilbuddet","Ja, fik tilbuddet",0,1,0
s_35,3,17g,4,"Ja, men jeg tog ikke imod tilbuddet","Ja, men jeg tog ikke imod tilbuddet",0,1,0
s_35,1,17g,5,Nej,Rådgivning om arbejdsmarkedstilknytning,1,1,0
s_35,2,17g,6,Ved ikke/ikke relevant,Ved ikke/ikke relevant,0,1,0
s_45,1,17.3,1,0-2 uger,0-2 uger,0,NA,0
s_45,2,17.3,2,3-5 uger,3-5 uger,0,NA,0
s_45,3,17.3,3,6-8 uger,6-8 uger,0,NA,0
s_45,4,17.3,4,9 eller flere uger,9 eller flere uger,0,NA,0
s_45,5,17.3,5,Ved ikke,Ved ikke,0,NA,0
s_45,6,17.3,6,Jeg har ikke modtaget fysisk træning,Jeg har ikke modtaget fysisk træning,0,NA,0
s_47,1,18,1,"Ja, og jeg ryger stadig dagligt","Ja, og jeg ryger stadig dagligt",0,NA,0
s_47,4,18,4,"Ja, og jeg ryger stadig lejlighedsvist","Ja, og jeg ryger stadig lejlighedsvist",0,NA,0
s_47,2,18,2,"Ja, men jeg er holdt op","Ja, men jeg er holdt op",0,NA,0
s_47,3,18,3,Nej,Nej,0,NA,0
s_49,1,19,1,"Ja, i høj grad",I nogen grad/i høj grad,1,NA,1
s_49,0,19,3,I mindre grad,I mindre grad/slet ikke,0,NA,1
s_49,2,19,5,Ved ikke,Ved ikke,0,NA,1
s_52,0,14a,1,"Ja, i høj grad",I nogen grad/i høj grad,0,1,0
s_52,1,14a,3,I mindre grad,Undersøgelser og behandlingsforløb,1,1,0
s_52,2,14a,4,Ved ikke,Ved ikke,0,1,0
s_53,0,14b,1,"Ja, i høj grad",I nogen grad/i høj grad,0,1,0
s_53,1,14b,3,I mindre grad,Betydning for din fremtid,1,1,0
s_53,2,14b,4,Ved ikke,Ved ikke,0,1,0
s_54,0,14d,1,"Ja, i høj grad",I nogen grad/i høj grad,0,1,0
s_54,1,14d,3,I mindre grad,Dine følelsesmæssige reaktioner,1,1,0
s_54,2,14d,4,Ved ikke,Ved ikke,0,1,0
s_56,0,14f,1,"Ja, i høj grad",I nogen grad/i høj grad,0,1,0
s_56,1,14f,3,I mindre grad,"Betydning for dit forhold til familie, venner m.fl.",1,1,0
s_56,2,14f,4,Ved ikke,Ved ikke,0,1,0
s_66,0,15.2.1,1,"Ja, i høj grad",I nogen grad/i høj grad,0,NA,1
s_66,1,15.2.1,3,I mindre grad,I mindre grad/slet ikke,1,NA,1
s_66,2,15.2.1,4,Ved ikke,Ved ikke,0,NA,1
s_68,0,16,1,"Ja, i høj grad",I nogen grad/i høj grad,0,NA,0
s_68,1,16,3,I mindre grad,I mindre grad/slet ikke,1,NA,0
s_68,2,16,4,Ved ikke,Ved ikke,0,NA,0
s_68,6,16,6,Jeg har ikke været i medicinsk behandling for min hjertesygdom,Jeg har ikke været i medicinsk behandling for min hjertesygdom,0,NA,0
s_7,0,2,1,"Ja, på alle afdelinger","Ja, på nogle/alle afdelinger",0,NA,1
s_7,1,2,3,"Nej, på ingen afdelinger","Nej, på ingen afdelinger",1,NA,1
s_70,1,16.2,1,Ja,Ja,0,NA,0
s_70,0,16.2,2,Nej,Nej,0,NA,0
s_72,0,16.2.1,1,"Ja, i høj grad",I nogen grad/i høj grad,0,NA,0
s_72,1,16.2.1,3,I mindre grad,I mindre grad/slet ikke,1,NA,0
s_72,2,16.2.1,5,Ved ikke,Ved ikke,0,NA,0
s_72,6,16.2.1,6,Jeg har ikke henvendt mig til en læge på grund af bivirkninger,Jeg har ikke henvendt mig til en læge på grund af bivirkninger,0,NA,0
s_81_1,0,20.1a,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_1,1,20.1a,1,Valgt,"Ja, jeg blev fyret",0,NA,0
s_81_10,0,20.1j,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_10,1,20.1j,1,Valgt,"Nej, min arbejdssituation er den samme",0,NA,0
s_81_11,0,20.1k,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_11,1,20.1k,1,Valgt,Andet ? skriv venligst,0,NA,0
s_81_2,0,20.1b,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_2,1,20.1b,1,Valgt,"Ja, jeg har måttet stoppe med at arbejde i en periode",0,NA,0
s_81_3,0,20.1c,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_3,1,20.1c,1,Valgt,"Ja, jeg er holdt op med at arbejde pga. min hjertesygdom",0,NA,0
s_81_4,0,20.1d,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_4,1,20.1d,1,Valgt,"Ja, jeg har skiftet arbejde/karrierevej",0,NA,0
s_81_5,0,20.1e,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_5,1,20.1e,1,Valgt,"Ja, jeg har valgt at gå ned i tid",0,NA,0
s_81_6,0,20.1f,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_6,1,20.1f,1,Valgt,"Ja, jeg er kommet i fleksjob",0,NA,0
s_81_7,0,20.1g,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_7,1,20.1g,1,Valgt,"Ja, den fysiske indretning af arbejdspladsen er blevet ændret/jeg har fået hjælpemidler",0,NA,0
s_81_8,0,20.1h,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_8,1,20.1h,1,Valgt,"Ja, jeg har fået andre arbejdsopgaver end tidligere",0,NA,0
s_81_9,0,20.1i,0,Ikke valgt,Ikke valgt,0,NA,0
s_81_9,1,20.1i,1,Valgt,"Jeg er holdt op med at arbejde, men ikke pga. min hjertesygdom",0,NA,0
s_84_1,0,20.2.2a,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_1,1,20.2.2a,1,Valgt,"For at komme tilbage til den hverdag jeg havde, før jeg blev syg",0,NA,0
s_84_2,0,20.2.2b,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_2,1,20.2.2b,1,Valgt,Jeg følte mig fysisk klar til at vende tilbage til arbejdet,0,NA,0
s_84_3,0,20.2.2c,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_3,1,20.2.2c,1,Valgt,Jeg følte mig psykisk klar til at vende tilbage til arbejdet,0,NA,0
s_84_4,0,20.2.2d,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_4,1,20.2.2d,1,Valgt,"Jeg havde behov for at føle, at jeg kunne bidrage og være til nytte",0,NA,0
s_84_5,0,20.2.2e,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_5,1,20.2.2e,1,Valgt,For at få tankerne væk fra min hjertesygdom,0,NA,0
s_84_6,0,20.2.2f,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_6,1,20.2.2f,1,Valgt,Jeg var bange for at miste mit arbejde,0,NA,0
s_84_7,0,20.2.2g,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_7,1,20.2.2g,1,Valgt,"Jeg følte, at jeg var nødt til det",0,NA,0
s_84_8,0,20.2.2h,0,Ikke valgt,Ikke valgt,0,NA,0
s_84_8,1,20.2.2h,1,Valgt,Andet - skriv gerne:,0,NA,0
s_85_1,0,20.2.3a,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_1,1,20.2.3a,1,Valgt,"Ja, jeg har følt mig presset af jobcenteret (kommunen)",0,NA,0
s_85_2,0,20.2.3b,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_2,1,20.2.3b,1,Valgt,"Ja, jeg har følt mig presset af min arbejdsgiver",0,NA,0
s_85_3,0,20.2.3c,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_3,1,20.2.3c,1,Valgt,"Ja, jeg har følt mig presset af mine kolleger",0,NA,0
s_85_4,0,20.2.3d,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_4,1,20.2.3d,1,Valgt,"Ja, jeg har følt mig presset af mine pårørende",0,NA,0
s_85_5,0,20.2.3e,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_5,1,20.2.3e,1,Valgt,"Ja, jeg har følt mig presset af økonomiske årsager",0,NA,0
s_85_6,0,20.2.3f,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_6,1,20.2.3f,1,Valgt,"Ja, jeg har følt mig presset af andre årsager, skriv gerne:",0,NA,0
s_85_7,0,20.2.3g,0,Ikke valgt,Ikke valgt,0,NA,0
s_85_7,1,20.2.3g,1,Valgt,"Nej, jeg har ikke følt mig presset",0,NA,0
s_87,1,20.2.4,1,"Ja, og jeg fik professionel rådgivning","Ja, og jeg fik professionel rådgivning",0,NA,0
s_87,2,20.2.4,2,"Ja, men jeg fik ikke professionel rådgivning","Ja, men jeg fik ikke professionel rådgivning",0,NA,0
s_87,4,20.2.4,4,Nej,Nej,0,NA,0
s_89,0,20.2.5,2,"Ja, i høj grad",I nogen grad/i høj grad,0,NA,1
s_89,1,20.2.5,4,I mindre grad,I mindre grad/slet ikke,1,NA,1
s_89,2,20.2.5,6,Ved ikke,Ved ikke,0,NA,1
s_9,0,3,4,"Ja, i høj grad",I nogen grad/i høj grad,0,NA,1
s_9,1,3,6,I mindre grad,I mindre grad/slet ikke,1,NA,1
s_9,2,3,8,Ved ikke,Ved ikke,0,NA,1
s_9,3,3,9,Jeg har ikke været indlagt på grund af min hjertesygdom,Har ikke været indlagt pga hjertesygdom,0,NA,1
s_94,2,21,2,"Ja, den er dårligere end før","Ja, den er dårligere end før",0,NA,0
s_94,3,21,3,"Ja, den er bedre end før","Ja, den er bedre end før",0,NA,0
s_94,4,21,4,"Nej, den er ikke ændret","Nej, den er ikke ændret",0,NA,0
s_94,5,21,5,Ved ikke,Ved ikke,0,NA,0
s_95,1,22a,1,Ja,Ja,0,NA,0
s_95,0,22a,2,Nej,Nej,0,NA,0
s_95,2,22a,3,Jeg har ikke ansøgt/ikke relevant,Jeg har ikke ansøgt/ikke relevant,0,NA,0
s_96,1,22b,1,Ja,Ja,0,NA,0
s_96,0,22b,2,Nej,Nej,0,NA,0
s_96,2,22b,3,Jeg har ikke ansøgt/ikke relevant,Jeg har ikke ansøgt/ikke relevant,0,NA,0
s_97,1,22c,1,Ja,Ja,0,NA,0
s_97,0,22c,2,Nej,Nej,0,NA,0
s_97,2,22c,3,Jeg har ikke ansøgt/ikke relevant,Jeg har ikke ansøgt/ikke relevant,0,NA,0
s_98,1,22d,1,Ja,Ja,0,NA,0
s_98,0,22d,2,Nej,Nej,0,NA,0
s_98,2,22d,3,Jeg har ikke ansøgt/ikke relevant,Jeg har ikke ansøgt/ikke relevant,0,NA,0
s_99,1,22e,1,Ja,Ja,0,NA,0
s_99,0,22e,2,Nej,Nej,0,NA,0
s_99,2,22e,3,Jeg har ikke ansøgt/ikke relevant,Jeg har ikke ansøgt/ikke relevant,0,NA,0
stato_1,0,NA,0,Ikke valgt,Ikke valgt,0,NA,0
stato_1,1,NA,1,Valgt,Ny,0,NA,0
stato_2,0,NA,0,Ikke valgt,Ikke valgt,0,NA,0
stato_2,1,NA,1,Valgt,Distribueret,0,NA,0
stato_3,0,NA,0,Ikke valgt,Ikke valgt,0,NA,0
stato_3,1,NA,1,Valgt,Nogen svar,0,NA,0
stato_4,0,NA,0,Ikke valgt,Ikke valgt,0,NA,0
stato_4,1,NA,1,Valgt,Gennemført,0,NA,0
stato_5,0,NA,0,Ikke valgt,Ikke valgt,0,NA,0
stato_5,1,NA,1,Valgt,Frafaldet,0,NA,0
t_ils_hi_score,0,NA,0,,T-ILS score <7,0,1,1
t_ils_hi_score,1,NA,1,,T-ILS score >=7,1,1,1
who5,0,NA,0,,WHO-1 >=50,0,1,1
who5,1,NA,1,,WHO-1 <50,1,1,1
